0,Usage
2016-01-01 00:00:00,0.18200000000000013
2016-01-01 00:01:00,0.18300000000000013
2016-01-01 00:02:00,10.184999999999995
2016-01-01 00:03:00,10.187999999999995
2016-01-01 00:04:00,10.193999999999996
2016-01-01 00:05:00,10.196999999999996
2016-01-01 00:06:00,10.197999999999995
2016-01-01 00:07:00,10.201999999999995
2016-01-01 00:08:00,10.202999999999994
2016-01-01 00:09:00,20.20499999999999
2016-01-01 00:10:00,30.208000000000002
2016-01-01 00:11:00,20.212000000000003
2016-01-01 00:12:00,20.216000000000005
2016-01-01 00:13:00,20.219000000000005
2016-01-01 00:14:00,20.221000000000007
2016-01-01 00:15:00,30.22199999999999
2016-01-01 00:16:00,30.22299999999999
2016-01-01 00:17:00,20.223999999999975
2016-01-01 00:18:00,10.229999999999979
2016-01-01 00:19:00,20.230999999999966
2016-01-01 00:20:00,20.231999999999964
2016-01-01 00:21:00,30.234
2016-01-01 00:22:00,40.23400000000004
2016-01-01 00:23:00,40.23600000000005
2016-01-01 00:24:00,40.23900000000004
2016-01-01 00:25:00,40.24000000000004
2016-01-01 00:26:00,50.242
2016-01-01 00:27:00,60.24200000000003
2016-01-01 00:28:00,60.246999999999986
2016-01-01 00:29:00,50.25299999999999
2016-01-01 00:30:00,40.26200000000001
2016-01-01 00:31:00,40.26299999999992
2016-01-01 00:32:00,40.26599999999991
2016-01-01 00:33:00,40.267999999999915
2016-01-01 00:34:00,20.27499999999997
2016-01-01 00:35:00,30.275999999999968
2016-01-01 00:36:00,30.280999999999967
2016-01-01 00:37:00,20.284999999999986
2016-01-01 00:38:00,20.28699999999998
2016-01-01 00:39:00,30.286999999999978
2016-01-01 00:40:00,40.288999999999945
2016-01-01 00:41:00,60.28800000000001
2016-01-01 00:42:00,60.290000000000006
2016-01-01 00:43:00,60.292
2016-01-01 00:44:00,60.29500000000001
2016-01-01 00:45:00,70.297
2016-01-01 00:46:00,80.29899999999999
2016-01-01 00:47:00,80.29899999999999
2016-01-01 00:48:00,90.30199999999999
2016-01-01 00:49:00,70.306
2016-01-01 00:50:00,80.30700000000003
2016-01-01 00:51:00,60.31299999999999
2016-01-01 00:52:00,50.321
2016-01-01 00:53:00,50.32499999999999
2016-01-01 00:54:00,80.32199999999996
2016-01-01 00:55:00,60.328999999999965
2016-01-01 00:56:00,70.33199999999997
2016-01-01 00:57:00,70.33599999999997
2016-01-01 00:58:00,70.34299999999999
2016-01-01 00:59:00,80.34399999999998
2016-01-01 01:00:00,70.34700000000001
2016-01-01 01:01:00,80.34700000000005
2016-01-01 01:02:00,70.34899999999999
2016-01-01 01:03:00,60.352000000000004
2016-01-01 01:04:00,70.35400000000004
2016-01-01 01:05:00,70.35600000000004
2016-01-01 01:06:00,70.35800000000013
2016-01-01 01:07:00,70.36099999999999
2016-01-01 01:08:00,70.363
2016-01-01 01:09:00,70.36799999999997
2016-01-01 01:10:00,50.37199999999985
2016-01-01 01:11:00,30.37799999999991
2016-01-01 01:12:00,30.37799999999991
2016-01-01 01:13:00,30.37799999999991
2016-01-01 01:14:00,30.37799999999991
2016-01-01 01:15:00,20.37899999999993
2016-01-01 01:16:00,30.37799999999991
2016-01-01 01:17:00,20.37899999999998
2016-01-01 01:18:00,20.378999999999966
2016-01-01 01:19:00,20.378999999999966
2016-01-01 01:20:00,20.378999999999966
2016-01-01 01:21:00,20.378999999999966
2016-01-01 01:22:00,30.378000000000014
2016-01-01 01:23:00,30.378000000000014
2016-01-01 01:24:00,30.378000000000014
2016-01-01 01:25:00,40.377
2016-01-01 01:26:00,20.37900000000002
2016-01-01 01:27:00,30.378000000000117
2016-01-01 01:28:00,20.37900000000012
2016-01-01 01:29:00,20.37900000000012
2016-01-01 01:30:00,20.37900000000012
2016-01-01 01:31:00,20.37900000000012
2016-01-01 01:32:00,20.37900000000012
2016-01-01 01:33:00,20.37900000000012
2016-01-01 01:34:00,10.379999999999944
2016-01-01 01:35:00,10.379999999999944
2016-01-01 01:36:00,0.3810000000000003
2016-01-01 01:37:00,10.379999999999987
2016-01-01 01:38:00,10.379999999999987
2016-01-01 01:39:00,20.378999999999998
2016-01-01 01:40:00,30.377999999999997
2016-01-01 01:41:00,30.377999999999997
2016-01-01 01:42:00,40.37700000000005
2016-01-01 01:43:00,30.378000000000085
2016-01-01 01:44:00,30.378000000000085
2016-01-01 01:45:00,30.378000000000085
2016-01-01 01:46:00,50.37600000000005
2016-01-01 01:47:00,60.375000000000014
2016-01-01 01:48:00,60.37500000000006
2016-01-01 01:49:00,50.37599999999999
2016-01-01 01:50:00,50.37599999999999
2016-01-01 01:51:00,50.37599999999999
2016-01-01 01:52:00,40.376999999999946
2016-01-01 01:53:00,30.37799999999996
2016-01-01 01:54:00,50.376
2016-01-01 01:55:00,40.37700000000001
2016-01-01 01:56:00,40.37700000000001
2016-01-01 01:57:00,30.378000000000007
2016-01-01 01:58:00,20.37900000000003
2016-01-01 01:59:00,30.377999999999993
2016-01-01 02:00:00,20.378999999999944
2016-01-01 02:01:00,20.378999999999944
2016-01-01 02:02:00,20.378999999999944
2016-01-01 02:03:00,10.379999999999965
2016-01-01 02:04:00,10.379999999999965
2016-01-01 02:05:00,10.379999999999965
2016-01-01 02:06:00,10.379999999999965
2016-01-01 02:07:00,20.379000000000016
2016-01-01 02:08:00,30.377999999999975
2016-01-01 02:09:00,30.377999999999975
2016-01-01 02:10:00,20.37899999999994
2016-01-01 02:11:00,20.37899999999994
2016-01-01 02:12:00,20.37899999999994
2016-01-01 02:13:00,30.378000000000018
