,0
0,10424.28104582605
1,17746.86749032527
2,17746.86749032527
3,24655.109014570204
4,33570.943360215344
5,51745.85464350658
6,44714.068948550535
7,52739.2594260272
8,42542.05034006885
9,52476.98582261681
10,34198.84675016899
11,34198.84675016899
12,34198.84675016899
13,27659.055722570753
14,35368.73632805857
15,42937.36222397283
16,45674.02127698168
17,35739.08579443372
18,50454.64509764382
19,42429.45462016716
20,34860.828724252795
21,51045.12106208463
22,50182.43159973834
23,52103.801391505134
24,52103.801391505134
25,44256.06470254791
26,34557.43494000179
27,43952.27605939097
28,43851.83089552192
29,43851.83089552192
30,35515.2752466473
31,59272.33005017761
32,59272.33005017761
33,57916.89439982371
34,51656.81273031458
35,51656.81273031458
36,44421.50425138139
37,34044.656825913735
38,34044.656825913735
39,27227.91988202586
40,18878.346151670394
41,9483.505032281226
42,23511.641827877706
43,39849.27760943159
44,38766.02339205455
45,23363.820952299182
46,42737.18331356763
47,42737.18331356763
48,42737.18331356763
49,42737.18331356763
50,76638.75937143895
51,52521.09143533374
52,72193.41699648288
53,65100.13520226792
54,58074.250031522635
55,66111.1301645025
56,72664.75123718193
57,79197.92063632645
58,60062.1756504362
59,50817.82166309729
60,54893.29977719193
61,55351.25485564081
62,63908.2826906184
63,64700.80563745535
64,54206.20278882188
65,54206.20278882188
66,31284.4225874435
67,13545.045550272853
68,13545.045550272853
69,13545.045550272853
70,20151.122341224072
71,27943.840498844846
72,27943.840498844846
73,27943.840498844846
74,14399.094948571994
75,20978.0529014915
76,29283.224236135655
77,29992.845511519885
78,29992.845511519885
79,29992.845511519885
80,30853.30340370204
81,30853.30340370204
82,33461.246980498865
83,42412.615096556576
84,42412.615096556576
85,42412.615096556576
86,58196.494863503816
87,49030.8656366775
88,42451.907683758
89,51126.373042858286
90,50608.96426227017
91,40685.32261913791
92,50221.513974539856
93,41508.41042189685
94,55829.64276318421
95,42180.8663134347
96,34534.60137415043
97,34534.60137415043
98,33730.695499250156
99,42945.48288628752
100,35874.70667198329
101,35874.70667198329
102,43774.383275884684
103,51181.961359411835
104,58146.1839210316
105,58146.1839210316
106,41022.755991487764
107,32482.629413891395
108,31823.621464451615
109,23423.327636016274
110,16516.366777023042
111,16516.366777023042
112,22876.961481098297
113,22876.961481098297
114,23359.347840389255
115,31066.80550533822
116,31066.80550533822
117,18032.265337614062
118,18032.265337614062
119,18032.265337614062
120,8877.483405962288
121,8877.483405962288
122,9195.840738204297
123,16557.23178794817
124,24843.147672375282
125,24843.147672375282
126,24843.147672375282
127,24843.147672375282
128,24843.147672375282
129,9195.840738204297
130,33719.33443749305
131,41502.93553848977
132,51103.24802273056
133,60939.87775515674
134,81326.15438520879
135,80586.60897667735
136,80586.60897667735
137,86360.11344119578
138,79693.38371163578
139,86362.4301522298
140,96309.64803539818
141,76525.80041980362
142,67330.25968159942
143,50503.102447185294
144,65287.469791880016
145,63438.618066232935
146,54864.515534575214
147,62802.18494871093
148,37969.232647256926
149,37754.94800463815
150,47113.12695634934
151,47048.764393951446
152,40406.74120378454
153,40406.74120378454
154,40406.74120378454
155,40406.74120378454
156,22273.766802903774
157,24743.729810941157
158,24743.729810941157
159,34383.083465177755
160,34383.083465177755
161,34383.083465177755
162,34383.083465177755
163,43394.37907673833
164,43394.37907673833
165,34383.083465177755
166,34383.083465177755
167,34383.083465177755
168,34383.083465177755
169,25024.90451346656
170,25024.90451346656
171,25024.90451346656
172,45410.09967156764
173,39048.886974893394
174,19475.117199706936
175,16970.48582651459
176,34222.6602613836
177,68919.65105325344
178,59776.3707892425
179,68684.02937342219
180,60205.202737645435
181,84496.10958875381
182,91795.08016177377
183,69318.26125858848
184,62764.40106046342
185,52909.868626934716
186,42631.01851419983
187,44167.67326724511
188,44167.67326724511
189,51365.049632145296
190,51365.049632145296
191,31721.362261584974
192,40244.66800957025
193,40453.357748547
194,42467.44300546902
195,44242.4940140656
196,44242.4940140656
197,52502.91773543494
198,59149.96276210153
199,58700.45936013283
200,58700.45936013283
201,58700.45936013283
202,70907.6768551995
203,70907.6768551995
204,87713.89035945755
205,70236.79272775436
206,70236.79272775436
207,53745.512431001975
208,44079.18205118684
209,35330.806720456094
210,35330.806720456094
211,26142.874578537925
212,26142.874578537925
213,35337.47016643785
214,6431.197104796834
215,21336.754615760536
216,21336.754615760536
217,21336.754615760536
218,14455.652188689151
219,23406.382630635897
220,23406.382630635897
221,23406.3836306359
222,16975.486525839064
223,25202.601821253542
224,25202.60282125354
225,24358.071236924457
226,31112.89755467716
227,23088.44347078485
228,23088.44347078485
229,32200.095188691972
230,8951.041441946747
231,8951.041441946747
232,16933.009995952045
233,17968.276808003353
234,17968.277808003353
235,17968.279808003354
236,9986.312253998045
237,9986.316253998044
238,9986.319253998045
239,20165.379479725547
240,26666.00771117446
241,26666.00871117446
242,32084.576329652493
243,32084.576329652493
244,14655.4573784385
245,14655.4593784385
246,14655.4613784385
247,16788.57346234951
248,16788.57346234951
249,27204.563090791446
250,19050.060943801862
251,19050.060943801862
252,19050.064943801863
253,19050.066943801863
254,32627.473338757853
255,32627.474338757856
256,33846.03806970514
257,33846.03806970514
258,26935.554064916047
259,33846.776368314415
260,41198.63620500073
261,41198.637205000734
262,48817.2046999684
263,48817.2046999684
264,48817.2046999684
265,56437.52519897539
266,42017.64626204022
267,43278.06355431714
268,53444.438762441256
269,53444.438762441256
270,53444.43976244125
271,44700.796585650474
272,29879.835898477628
273,29879.835898477628
274,29879.835898477628
275,36702.247242058314
276,36702.247242058314
277,26535.8730339342
