time,DK,AT,BE,BG,CZ,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
2016-01-01 00:00:00,3.729,-2.145,4.932,-9.175,-3.979,2.064,-7.673,1.902,8.832,5.571,-2.705,3.064,-10.61,-12.851,2.631,-7.096,5.421,-8.731,10.233,-8.752,-3.871,-9.297,-6.118,-0.782,-0.005,2.063,2.95,-0.113
2016-01-01 01:00:00,3.717,-2.043,4.816,-9.45,-3.826,1.965,-7.603,2.033,8.697,5.415,-2.607,3.026,-10.609,-12.746,2.391,-7.312,5.546,-8.784,10.083,-9.033,-3.734,-9.229,-6.287,-0.743,0.11,1.943,2.615,-0.074
2016-01-01 02:00:00,3.645,-1.954,4.651,-9.729,-3.652,1.887,-7.586,2.237,8.618,5.288,-2.546,2.984,-10.589,-12.608,2.143,-7.53,5.559,-8.797,9.98,-9.317,-3.464,-9.056,-6.453,-0.701,0.194,1.867,2.377,-0.243
2016-01-01 03:00:00,3.519,-1.956,4.518,-9.989,-3.485,1.885,-7.58,2.504,8.625,5.177,-2.547,2.927,-10.563,-12.482,2.18,-7.732,5.268,-8.851,9.93,-9.574,-3.342,-8.923,-6.601,-0.562,0.277,1.819,2.266,-0.083
2016-01-01 04:00:00,3.401,-2.041,4.447,-10.204,-3.374,1.866,-7.614,2.872,8.65,5.131,-2.565,2.839,-10.506,-12.323,2.327,-7.912,5.072,-8.904,9.952,-9.798,-3.382,-8.873,-6.728,-0.507,0.339,1.83,2.223,-0.279
2016-01-01 05:00:00,3.355,-2.048,4.339,-10.38,-3.297,1.867,-7.701,3.33,8.665,5.056,-2.577,2.737,-10.341,-12.124,2.4,-8.056,5.033,-8.939,10.069,-9.995,-3.541,-8.91,-6.831,-0.455,0.405,1.791,2.294,-0.626
2016-01-01 06:00:00,3.392,-2.006,4.115,-9.423,-3.252,1.869,-7.79,3.877,8.682,4.896,-2.583,2.706,-10.119,-11.876,2.408,-8.111,5.074,-8.928,10.436,-9.491,-3.658,-8.978,-6.968,-0.368,0.453,1.651,2.467,0.425
2016-01-01 07:00:00,3.471,-1.678,3.805,-6.939,-3.044,1.926,-7.823,4.397,8.749,4.764,-1.988,3.342,-9.781,-11.323,2.51,-7.139,5.024,-8.362,10.842,-7.657,-2.913,-8.116,-7.107,-0.142,0.415,1.525,2.662,1.991
2016-01-01 08:00:00,3.607,-0.891,3.897,-4.464,-2.424,2.493,-7.589,4.924,9.507,5.218,-0.925,4.761,-8.97,-9.842,2.823,-5.712,4.933,-7.219,11.421,-5.636,-1.658,-6.647,-7.135,0.049,0.335,2.302,2.913,3.048
2016-01-01 09:00:00,3.769,0.04,4.47,-2.5,-1.623,3.164,-7.428,5.452,10.646,5.915,0.252,6.075,-8.136,-8.721,3.279,-3.89,5.396,-6.018,12.361,-4.253,-0.22,-5.203,-7.043,0.273,0.379,3.358,3.501,3.977
2016-01-01 10:00:00,3.952,1.124,5.156,-1.36,-0.746,3.777,-7.387,6.008,11.932,6.768,1.231,7.256,-7.759,-8.327,3.897,-2.842,5.904,-4.983,13.437,-3.487,1.334,-3.968,-7.025,0.429,0.529,4.387,4.167,4.696
2016-01-01 11:00:00,4.142,2.094,5.977,-0.729,0.006,4.331,-7.453,6.532,13.151,7.616,1.873,8.021,-7.611,-8.238,4.486,-2.269,6.323,-4.341,14.439,-3.126,2.574,-3.195,-7.139,0.5,0.596,5.307,4.762,5.167
2016-01-01 12:00:00,4.208,2.535,6.629,-0.655,0.424,4.651,-7.688,6.92,13.988,8.257,2.138,8.32,-7.75,-8.455,5.021,-2.051,6.45,-4.158,15.217,-3.203,3.199,-2.93,-7.457,0.457,0.517,5.75,5.26,5.332
2016-01-01 13:00:00,3.99,2.167,6.88,-1.256,0.197,4.617,-8.071,7.202,14.392,8.579,1.987,8.177,-8.121,-9.127,5.332,-2.18,6.339,-4.503,15.405,-3.821,3.03,-3.17,-7.809,0.275,0.261,5.559,5.52,5.086
2016-01-01 14:00:00,3.533,0.607,6.668,-3.345,-1.133,3.932,-8.437,7.453,14.437,8.369,1.099,7.337,-8.451,-9.831,5.125,-2.944,5.995,-5.562,14.934,-5.365,1.328,-4.187,-8.077,0.069,-0.055,4.36,5.506,3.801
2016-01-01 15:00:00,3.47,-0.713,6.068,-4.826,-2.004,3.014,-8.936,7.757,14.022,7.54,-0.044,5.789,-8.64,-10.155,4.117,-3.62,5.528,-6.255,14.18,-6.473,-0.167,-4.945,-8.359,-0.06,-0.369,2.391,5.46,2.596
2016-01-01 16:00:00,3.694,-0.992,5.711,-5.438,-2.167,2.751,-9.448,8.113,12.885,6.834,-0.566,5.039,-8.839,-10.32,3.909,-3.903,5.421,-6.718,13.228,-7.063,-0.503,-5.36,-8.689,-0.17,-0.642,1.556,5.566,2.497
2016-01-01 17:00:00,3.633,-1.152,5.39,-6.02,-2.277,2.47,-9.903,8.348,12.076,6.615,-0.998,4.615,-9.065,-10.409,3.811,-4.137,5.292,-7.205,12.274,-7.588,-0.792,-5.741,-9.006,-0.301,-0.896,1.269,5.741,2.601
2016-01-01 18:00:00,3.125,-1.372,5.113,-6.48,-2.382,2.17,-10.321,8.422,11.76,6.525,-1.372,4.249,-9.286,-10.471,3.64,-4.353,5.151,-7.699,11.808,-8.068,-1.218,-6.125,-9.318,-0.49,-1.118,1.064,5.891,2.621
2016-01-01 19:00:00,2.846,-1.703,4.874,-6.774,-2.52,1.899,-10.702,8.322,11.522,6.51,-1.669,3.922,-9.481,-10.575,3.469,-4.582,5.036,-8.125,11.592,-8.519,-1.625,-6.512,-9.582,-0.719,-1.324,0.822,6.019,2.648
2016-01-01 20:00:00,3.019,-2.033,4.674,-6.951,-2.697,1.668,-11.075,8.16,11.275,6.557,-1.851,3.583,-9.691,-10.649,3.27,-4.866,4.931,-8.473,11.379,-8.96,-1.872,-6.878,-9.83,-0.984,-1.524,0.621,6.132,2.631
2016-01-01 21:00:00,3.182,-2.259,4.573,-7.095,-2.914,1.412,-11.407,8.021,11.037,6.643,-1.869,3.301,-9.92,-10.861,3.143,-5.23,4.804,-8.741,11.198,-9.316,-1.977,-7.286,-10.078,-1.305,-1.655,0.5,6.223,2.634
2016-01-01 22:00:00,3.15,-2.412,4.515,-7.213,-3.163,1.208,-11.649,8.012,10.706,6.689,-1.793,3.121,-10.208,-11.255,2.952,-5.728,4.732,-8.959,10.984,-9.577,-2.088,-7.738,-10.299,-1.712,-1.734,0.377,6.329,2.759
2016-01-01 23:00:00,2.939,-2.448,4.493,-7.46,-3.379,1.075,-11.821,8.127,10.226,6.727,-1.754,3.009,-10.579,-11.638,2.638,-6.272,4.595,-9.154,10.827,-9.773,-2.268,-8.13,-10.538,-2.122,-1.803,0.211,6.451,2.827
2016-01-02 00:00:00,2.645,-2.603,4.464,-7.782,-3.495,0.909,-11.945,8.197,9.663,6.775,-1.821,2.952,-11.109,-12.013,2.406,-6.754,4.386,-9.329,10.703,-9.916,-2.529,-8.439,-10.765,-2.495,-1.795,0.02,6.574,2.858
2016-01-02 01:00:00,2.274,-2.863,4.467,-8.152,-3.577,0.735,-12.047,8.215,9.265,6.826,-1.947,2.941,-11.73,-12.407,2.543,-7.149,4.24,-9.488,10.759,-10.027,-2.885,-8.673,-10.924,-2.839,-1.698,-0.188,6.725,2.833
2016-01-02 02:00:00,1.886,-3.114,4.47,-8.506,-3.697,0.519,-12.172,8.217,9.003,6.888,-2.068,2.99,-12.276,-12.86,2.933,-7.483,4.127,-9.624,10.803,-10.177,-3.203,-8.808,-11.072,-3.148,-1.61,-0.303,6.903,2.803
2016-01-02 03:00:00,1.505,-3.354,4.433,-8.809,-3.855,0.302,-12.283,8.172,8.76,6.941,-2.275,3.051,-12.735,-13.25,3.311,-7.811,4.071,-9.798,10.727,-10.36,-3.414,-9.029,-11.136,-3.404,-1.606,-0.304,7.041,2.854
2016-01-02 04:00:00,1.105,-3.516,4.483,-9.099,-4.044,0.117,-12.407,8.097,8.56,7.037,-2.522,3.094,-13.071,-13.515,3.43,-8.089,4.026,-10.026,10.584,-10.557,-3.706,-9.27,-11.149,-3.64,-1.679,-0.096,7.17,2.91
2016-01-02 05:00:00,0.642,-3.584,4.579,-9.398,-4.169,-0.015,-12.548,8.019,8.321,7.055,-2.724,3.152,-13.299,-13.778,3.441,-8.285,3.981,-10.252,10.402,-10.792,-3.893,-9.457,-11.18,-3.882,-1.868,0.137,7.291,2.941
2016-01-02 06:00:00,0.186,-3.628,4.879,-8.79,-4.279,-0.122,-12.672,7.862,7.942,7.023,-2.852,3.252,-13.47,-14.097,3.439,-8.412,3.955,-10.455,10.2,-10.584,-4.094,-9.606,-11.234,-4.093,-2.124,0.272,7.437,3.686
2016-01-02 07:00:00,-0.3,-3.233,5.303,-7.035,-4.054,-0.161,-12.73,7.678,7.643,6.87,-1.89,3.994,-13.484,-14.106,3.443,-7.428,3.966,-10.31,10.057,-9.336,-3.651,-8.902,-11.297,-4.323,-2.429,0.334,7.568,5.149
2016-01-02 08:00:00,-0.674,-2.194,5.627,-5.197,-3.305,0.14,-12.529,7.47,8.276,7.086,-0.491,5.11,-13.113,-13.151,3.562,-6.037,4.094,-9.614,10.489,-8.082,-2.513,-7.599,-11.198,-4.425,-2.789,0.923,7.714,6.289
2016-01-02 09:00:00,-0.892,-1.189,6.036,-3.771,-2.512,0.541,-12.229,7.498,9.292,7.653,0.833,5.957,-12.575,-12.059,3.84,-4.33,4.28,-8.758,11.846,-7.092,-1.134,-6.286,-10.903,-4.313,-3.131,1.62,7.982,7.374
2016-01-02 10:00:00,-1.121,-0.478,6.85,-2.751,-1.936,0.921,-11.937,7.79,10.503,8.457,1.929,6.509,-12.092,-11.397,4.352,-3.057,4.495,-8.015,12.774,-6.453,0.112,-5.245,-10.667,-4.24,-3.43,2.3,8.295,8.228
2016-01-02 11:00:00,-1.329,-0.109,7.932,-2.136,-1.591,1.241,-11.776,8.028,11.673,9.175,2.33,6.802,-11.863,-11.108,5.171,-2.432,4.832,-7.533,13.371,-6.159,0.739,-4.567,-10.648,-4.234,-3.733,2.76,8.575,8.749
2016-01-02 12:00:00,-1.562,-0.155,8.754,-2.003,-1.567,1.388,-11.889,8.107,12.554,9.511,2.226,6.91,-12.053,-11.441,5.934,-2.319,5.175,-7.399,13.789,-6.183,0.673,-4.339,-10.9,-4.348,-4.068,2.891,8.779,8.872
2016-01-02 13:00:00,-1.864,-0.673,8.997,-2.386,-1.948,1.235,-12.352,8.05,13.091,9.379,1.794,6.93,-12.787,-12.586,6.314,-2.684,5.418,-7.707,13.898,-6.604,0.151,-4.66,-11.21,-4.629,-4.565,2.691,8.872,8.456
2016-01-02 14:00:00,-2.193,-1.563,8.563,-3.693,-2.785,0.729,-12.543,7.784,13.137,8.858,1.239,6.629,-13.423,-13.611,6.32,-3.748,5.335,-8.533,13.708,-7.541,-0.543,-5.75,-11.299,-4.927,-5.143,2.16,8.815,7.015
2016-01-02 15:00:00,-2.376,-2.38,7.652,-5.008,-3.654,0.112,-12.552,7.234,12.444,8.055,0.783,5.908,-13.751,-14.132,5.686,-4.758,4.821,-9.317,13.326,-8.322,-1.102,-6.789,-11.296,-5.171,-5.621,1.397,8.551,5.859
2016-01-02 16:00:00,-2.446,-2.766,7.212,-5.765,-4.242,-0.232,-12.459,6.468,10.408,7.266,0.518,5.738,-14.04,-14.444,5.23,-5.257,4.435,-9.881,12.434,-8.911,-1.454,-7.379,-11.292,-5.362,-6.073,1.158,8.315,5.446
2016-01-02 17:00:00,-2.459,-3.088,7.069,-6.446,-4.754,-0.445,-12.308,5.998,9.062,6.836,0.271,5.823,-14.238,-14.666,5.168,-5.7,4.135,-10.373,11.668,-9.395,-1.806,-7.969,-11.297,-5.471,-6.524,1.14,8.213,5.117
2016-01-02 18:00:00,-2.522,-3.415,6.889,-6.935,-5.187,-0.608,-12.116,5.58,8.553,6.512,-0.016,5.864,-14.377,-14.841,4.982,-6.071,3.84,-10.8,11.521,-9.818,-2.209,-8.516,-11.3,-5.52,-6.886,1.101,8.064,4.84
2016-01-02 19:00:00,-2.646,-3.741,6.977,-7.178,-5.518,-0.73,-11.884,5.175,8.057,6.187,-0.367,5.861,-14.415,-14.94,4.811,-6.396,3.788,-11.169,11.392,-10.197,-2.677,-8.987,-11.257,-5.558,-7.089,0.994,7.948,4.66
2016-01-02 20:00:00,-2.835,-4.067,7.083,-7.292,-5.795,-0.819,-11.653,4.805,7.731,5.853,-0.736,5.833,-14.405,-14.93,4.858,-6.672,3.861,-11.483,11.201,-10.546,-3.189,-9.376,-11.194,-5.63,-7.229,0.957,7.792,4.52
2016-01-02 21:00:00,-2.961,-4.307,7.102,-7.361,-6.022,-0.88,-11.314,4.656,7.438,5.605,-0.977,5.823,-14.298,-14.791,4.803,-6.88,3.887,-11.766,11.032,-10.867,-3.574,-9.656,-11.098,-5.662,-7.394,0.929,7.673,4.517
2016-01-02 22:00:00,-3.055,-4.529,7.006,-7.372,-6.23,-0.941,-10.885,4.543,7.339,5.451,-1.132,5.808,-14.153,-14.606,4.674,-7.072,4.021,-12.02,10.87,-11.16,-3.874,-9.875,-11.018,-5.655,-7.554,0.817,7.564,4.586
2016-01-02 23:00:00,-3.083,-4.746,6.901,-7.394,-6.447,-0.986,-10.307,4.592,7.255,5.192,-1.322,5.739,-14.01,-14.435,4.549,-7.298,4.266,-12.268,10.947,-11.434,-4.192,-10.093,-10.985,-5.677,-7.617,0.681,7.427,4.755
2016-01-03 00:00:00,-3.106,-4.933,6.907,-7.446,-6.655,-0.991,-9.653,4.803,7.052,4.868,-1.54,5.657,-13.788,-14.342,4.536,-7.533,4.566,-12.503,11.017,-11.672,-4.528,-10.294,-10.976,-5.696,-7.63,0.6,7.243,4.927
2016-01-03 01:00:00,-3.083,-5.128,6.902,-7.532,-6.897,-0.985,-9.053,5.121,7.048,4.626,-1.793,5.504,-13.437,-14.356,4.33,-7.761,4.831,-12.717,11.189,-11.885,-4.858,-10.515,-10.957,-5.617,-7.769,0.476,7.001,5.064
2016-01-03 02:00:00,-3.022,-5.295,6.771,-7.592,-7.25,-1.013,-8.528,5.561,7.057,4.485,-2.059,5.312,-12.951,-14.49,4.18,-8.028,5.132,-12.928,11.408,-12.071,-5.178,-10.754,-10.866,-5.566,-7.963,0.328,6.625,5.285
2016-01-03 03:00:00,-3.045,-5.467,6.473,-7.749,-7.684,-1.071,-8.13,6.089,7.013,4.365,-2.347,5.094,-12.381,-14.607,4.187,-8.411,5.33,-13.134,11.571,-12.265,-5.486,-11.1,-10.688,-5.621,-8.177,0.174,6.173,5.374
2016-01-03 04:00:00,-3.125,-5.651,6.047,-7.955,-8.11,-1.163,-7.832,6.611,6.894,4.301,-2.63,4.876,-11.874,-14.658,4.077,-8.832,5.432,-13.302,11.725,-12.459,-5.775,-11.484,-10.479,-5.751,-8.453,0.036,5.761,5.541
2016-01-03 05:00:00,-3.183,-5.813,5.43,-8.093,-8.539,-1.257,-7.57,6.951,6.903,4.279,-2.866,4.665,-11.329,-14.622,3.827,-9.213,5.484,-13.446,11.879,-12.649,-6.01,-11.899,-10.287,-5.942,-8.645,-0.027,5.561,5.807
2016-01-03 06:00:00,-3.213,-6.002,4.794,-7.961,-8.886,-1.368,-7.287,7.098,7.036,4.231,-3.065,4.533,-10.664,-14.503,3.59,-9.559,5.499,-13.552,12.134,-12.551,-6.202,-12.244,-10.096,-6.103,-8.794,-0.151,5.611,6.538
2016-01-03 07:00:00,-3.233,-5.96,4.177,-7.355,-8.864,-1.419,-7.025,7.088,7.248,4.295,-3.173,5.06,-9.897,-14.047,3.414,-9.185,5.373,-13.262,12.381,-11.716,-6.259,-11.624,-9.867,-6.214,-8.949,-0.169,5.785,7.534
2016-01-03 08:00:00,-3.144,-5.373,3.949,-6.576,-8.042,-1.013,-6.784,7.067,8.21,4.931,-3.147,6.278,-9.001,-13.059,3.194,-8.105,5.206,-12.319,12.727,-10.646,-6.074,-10.199,-9.622,-6.195,-9.066,1.016,6.027,8.306
2016-01-03 09:00:00,-2.923,-4.652,4.142,-5.837,-7.045,-0.404,-6.594,7.288,9.319,5.638,-3.1,7.19,-8.306,-12.135,3.01,-6.759,5.275,-11.244,13.354,-9.736,-5.783,-8.583,-9.309,-5.848,-8.859,2.113,6.328,8.935
2016-01-03 10:00:00,-2.717,-4.018,4.569,-5.352,-6.114,0.263,-6.474,7.695,10.551,6.313,-3.121,7.862,-7.893,-11.702,3.019,-5.577,5.546,-10.271,14.003,-9.127,-5.441,-7.15,-9.007,-5.501,-8.289,2.878,6.597,9.257
2016-01-03 11:00:00,-2.581,-3.547,5.058,-5.106,-5.456,0.818,-6.482,8.006,11.56,6.94,-3.228,8.233,-7.67,-11.5,3.141,-4.755,5.842,-9.571,14.579,-8.801,-5.156,-6.201,-8.862,-5.43,-7.932,3.487,6.754,9.459
2016-01-03 12:00:00,-2.556,-3.303,5.262,-5.117,-5.162,1.104,-6.711,8.23,12.217,7.273,-3.385,8.258,-7.579,-11.466,3.297,-4.397,5.961,-9.266,15.077,-8.804,-4.998,-5.806,-8.927,-5.597,-7.897,3.784,6.864,9.636
2016-01-03 13:00:00,-2.667,-3.363,5.304,-5.321,-5.323,1.031,-7.067,8.357,12.585,7.261,-3.649,7.936,-7.557,-11.85,3.286,-4.531,5.842,-9.49,15.394,-9.203,-5.054,-6.095,-9.143,-6.048,-8.32,3.639,6.97,9.702
2016-01-03 14:00:00,-2.903,-3.943,5.231,-5.656,-6.138,0.405,-7.248,8.273,12.675,6.904,-4.112,7.076,-7.542,-12.405,3.171,-5.361,5.535,-10.42,15.376,-9.973,-5.479,-7.632,-9.363,-6.572,-8.926,2.666,7.041,9.731
2016-01-03 15:00:00,-3.035,-5.093,5.131,-5.924,-7.211,-0.538,-7.53,7.843,12.387,6.386,-4.738,5.128,-7.499,-12.57,3.084,-6.48,5.254,-11.281,15.257,-10.438,-6.392,-9.171,-9.686,-6.864,-9.241,1.276,6.878,9.678
2016-01-03 16:00:00,-3.064,-5.801,5.018,-6.034,-7.804,-0.993,-7.775,7.391,11.768,6.069,-5.265,4.13,-7.463,-12.444,3.148,-7.072,5.133,-11.807,15.0,-10.639,-7.04,-9.912,-10.101,-7.068,-9.511,0.32,6.473,9.591
2016-01-03 17:00:00,-3.102,-6.26,4.849,-6.121,-8.281,-1.288,-8.054,7.269,11.342,5.997,-5.795,3.758,-7.513,-12.182,3.245,-7.608,4.88,-12.262,14.796,-10.822,-7.414,-10.563,-10.528,-7.295,-9.803,0.047,6.232,9.457
2016-01-03 18:00:00,-3.177,-6.533,4.578,-6.193,-8.622,-1.555,-8.389,7.228,11.256,6.035,-6.376,3.495,-7.614,-11.876,3.254,-8.111,4.619,-12.649,14.751,-11.007,-7.774,-11.068,-10.951,-7.496,-10.05,0.063,6.164,9.297
2016-01-03 19:00:00,-3.289,-6.756,4.22,-6.27,-8.862,-1.799,-8.681,7.248,11.278,6.164,-6.868,3.402,-7.71,-11.669,3.135,-8.548,4.361,-12.96,14.631,-11.166,-8.066,-11.489,-11.321,-7.629,-10.254,0.01,6.146,8.841
2016-01-03 20:00:00,-3.412,-6.895,3.845,-6.323,-9.046,-2.033,-9.015,7.279,11.321,6.215,-7.201,3.41,-7.825,-11.568,2.892,-8.959,4.079,-13.212,14.448,-11.258,-8.255,-11.828,-11.617,-7.722,-10.357,-0.03,6.181,8.451
2016-01-03 21:00:00,-3.499,-6.927,3.434,-6.382,-9.179,-2.225,-9.398,7.302,11.345,6.14,-7.385,3.469,-7.918,-11.55,2.393,-9.407,3.819,-13.4,14.294,-11.304,-8.368,-11.975,-11.865,-7.78,-10.437,-0.011,6.129,8.248
2016-01-03 22:00:00,-3.535,-6.9,3.13,-6.462,-9.232,-2.399,-9.845,7.267,11.401,6.047,-7.549,3.473,-8.03,-11.6,1.494,-9.751,3.596,-13.544,14.204,-11.311,-8.387,-11.902,-12.055,-7.829,-10.537,-0.085,6.047,7.985
2016-01-03 23:00:00,-3.548,-6.868,3.028,-6.609,-9.136,-2.572,-10.186,7.171,11.421,6.016,-7.738,3.455,-8.213,-11.695,0.907,-10.019,3.403,-13.639,14.13,-11.25,-8.367,-11.749,-12.217,-7.88,-10.651,-0.161,5.97,7.806
2016-01-04 00:00:00,-3.548,-6.792,3.288,-6.806,-8.981,-2.748,-10.485,6.998,11.413,5.948,-7.829,3.497,-8.418,-11.825,0.946,-10.158,3.22,-13.683,14.062,-11.154,-8.337,-11.584,-12.347,-7.943,-10.78,-0.283,5.921,7.766
2016-01-04 01:00:00,-3.517,-6.68,3.737,-7.039,-8.867,-2.851,-10.741,6.843,11.369,5.86,-7.76,3.575,-8.583,-11.99,1.403,-10.182,3.047,-13.754,14.002,-11.068,-8.365,-11.506,-12.451,-7.987,-10.916,-0.095,5.888,7.7
2016-01-04 02:00:00,-3.47,-6.519,4.214,-7.29,-8.805,-2.86,-10.893,6.741,11.262,5.79,-7.597,3.674,-8.744,-12.156,2.31,-10.074,2.876,-13.818,13.973,-11.0,-8.469,-11.5,-12.552,-8.021,-11.065,-0.029,5.853,7.631
2016-01-04 03:00:00,-3.45,-6.412,4.693,-7.396,-8.717,-2.816,-11.105,6.62,11.155,5.71,-7.58,3.763,-9.018,-12.385,3.312,-9.979,2.764,-13.865,13.982,-10.915,-8.628,-11.538,-12.761,-8.041,-11.213,0.108,5.849,7.458
2016-01-04 04:00:00,-3.453,-6.34,5.101,-7.425,-8.553,-2.755,-11.325,6.518,11.013,5.671,-7.583,3.836,-9.322,-12.672,3.953,-9.951,2.754,-13.92,14.027,-10.788,-8.654,-11.542,-13.131,-8.093,-11.335,0.29,5.901,7.157
2016-01-04 05:00:00,-3.444,-6.352,5.294,-7.456,-8.37,-2.64,-11.481,6.49,10.979,5.619,-7.432,3.91,-9.689,-12.947,4.188,-9.901,2.818,-13.898,14.075,-10.653,-8.662,-11.406,-13.441,-8.108,-11.436,0.3,5.941,6.885
2016-01-04 06:00:00,-3.429,-6.466,5.212,-7.029,-8.22,-2.508,-11.564,6.461,10.963,5.541,-7.266,3.983,-10.057,-13.174,4.18,-9.785,2.921,-13.819,14.146,-10.274,-8.706,-11.159,-13.689,-8.152,-11.514,0.354,5.966,7.666
2016-01-04 07:00:00,-3.427,-6.382,5.0,-5.264,-8.001,-2.309,-11.524,6.418,10.958,5.508,-6.801,4.401,-10.252,-13.178,3.946,-9.26,3.108,-13.404,14.269,-9.075,-8.522,-10.641,-13.913,-8.175,-11.555,0.625,5.949,9.2
2016-01-04 08:00:00,-3.25,-5.79,4.877,-3.451,-7.541,-1.803,-11.177,6.387,11.648,5.948,-6.109,5.344,-9.99,-12.603,3.956,-8.533,3.425,-12.441,14.445,-7.606,-7.857,-9.986,-14.003,-7.998,-11.537,1.311,5.998,9.924
2016-01-04 09:00:00,-2.744,-5.083,4.878,-2.082,-7.054,-1.125,-10.703,6.545,12.38,6.614,-5.365,6.233,-9.622,-11.968,4.072,-7.959,3.779,-11.095,14.791,-6.315,-6.981,-9.389,-13.79,-7.425,-11.279,1.879,6.303,10.479
2016-01-04 10:00:00,-2.19,-4.384,5.057,-1.311,-6.639,-0.391,-10.327,6.944,13.173,7.334,-4.592,6.937,-9.407,-11.497,4.075,-7.549,4.055,-9.773,15.048,-5.358,-5.845,-8.95,-13.571,-6.77,-10.683,2.288,6.702,10.861
2016-01-04 11:00:00,-1.774,-3.797,5.432,-0.886,-6.365,0.26,-10.069,7.32,13.967,8.024,-3.956,7.482,-9.43,-11.207,4.195,-7.229,4.256,-8.87,15.107,-4.793,-4.71,-8.719,-13.558,-6.361,-10.13,2.768,6.993,11.165
2016-01-04 12:00:00,-1.554,-3.332,5.819,-0.737,-6.177,0.655,-9.945,7.608,14.443,8.609,-3.448,7.865,-9.758,-11.285,4.618,-6.986,4.371,-8.511,14.879,-4.616,-3.749,-8.636,-13.839,-6.272,-9.96,3.114,7.187,11.105
2016-01-04 13:00:00,-1.588,-3.086,6.155,-0.985,-6.112,0.679,-9.945,7.733,14.591,8.827,-3.151,7.949,-10.342,-11.93,4.878,-6.832,4.405,-8.763,14.489,-4.883,-3.118,-8.674,-14.186,-6.577,-10.255,3.108,7.345,10.58
2016-01-04 14:00:00,-1.883,-3.267,6.228,-1.834,-6.214,0.339,-9.872,7.628,14.358,8.441,-3.191,7.526,-10.803,-12.859,4.754,-6.814,4.326,-9.742,14.043,-5.55,-3.173,-8.811,-14.278,-7.036,-10.756,2.569,7.317,9.73
2016-01-04 15:00:00,-2.114,-3.958,5.888,-2.377,-6.418,-0.115,-9.868,7.219,13.704,7.376,-3.613,6.32,-11.079,-13.382,4.388,-6.889,4.096,-10.369,13.582,-5.874,-3.841,-8.992,-14.425,-7.147,-11.052,0.922,6.985,9.244
2016-01-04 16:00:00,-2.191,-4.322,5.587,-2.405,-6.512,-0.285,-9.933,6.815,12.77,6.51,-3.907,5.668,-11.297,-13.632,4.081,-6.94,4.062,-10.792,13.055,-5.996,-4.32,-9.164,-14.672,-7.177,-11.185,-0.119,6.742,9.173
2016-01-04 17:00:00,-2.232,-4.447,5.339,-2.322,-6.521,-0.359,-10.047,6.693,12.152,6.228,-4.024,5.347,-11.515,-13.811,4.06,-6.998,4.117,-11.155,12.522,-6.061,-4.558,-9.283,-14.883,-7.209,-11.244,-0.471,6.638,9.25
2016-01-04 18:00:00,-2.266,-4.486,5.216,-2.218,-6.488,-0.443,-10.164,6.605,11.741,5.985,-4.083,5.061,-11.679,-13.938,4.108,-7.034,4.21,-11.461,12.116,-6.087,-4.72,-9.396,-14.982,-7.299,-11.315,-0.715,6.553,9.276
2016-01-04 19:00:00,-2.327,-4.462,5.184,-2.147,-6.41,-0.545,-10.263,6.504,11.32,5.804,-4.214,4.808,-11.822,-13.992,3.909,-7.079,4.244,-11.725,11.665,-6.153,-4.915,-9.516,-15.011,-7.397,-11.318,-0.908,6.494,9.449
2016-01-04 20:00:00,-2.427,-4.44,5.299,-2.096,-6.306,-0.648,-10.406,6.425,10.87,5.706,-4.393,4.63,-11.927,-14.02,3.869,-7.093,4.337,-11.924,11.218,-6.237,-5.196,-9.637,-15.048,-7.456,-11.272,-1.12,6.49,9.751
2016-01-04 21:00:00,-2.531,-4.416,5.373,-2.097,-6.079,-0.829,-10.475,6.402,10.5,5.637,-4.433,4.612,-12.004,-14.028,3.859,-7.053,4.482,-12.014,10.815,-6.323,-5.411,-9.66,-15.129,-7.509,-11.262,-1.244,6.558,10.026
2016-01-04 22:00:00,-2.702,-4.4,5.307,-2.05,-5.844,-1.02,-10.524,6.412,10.116,5.553,-4.404,4.697,-12.042,-14.036,3.848,-7.011,4.686,-12.047,10.498,-6.455,-5.516,-9.65,-15.267,-7.58,-11.322,-1.255,6.623,10.235
2016-01-04 23:00:00,-2.836,-4.341,5.036,-1.832,-5.629,-1.152,-10.587,6.38,9.658,5.404,-4.466,4.759,-12.037,-14.076,3.511,-7.003,4.762,-12.072,10.258,-6.541,-5.583,-9.669,-15.434,-7.624,-11.427,-1.214,6.626,10.305
2016-01-05 00:00:00,-2.871,-4.305,4.761,-1.692,-5.391,-1.26,-10.632,6.326,9.25,5.32,-4.586,4.8,-12.02,-14.17,3.424,-7.038,4.659,-12.073,9.99,-6.593,-5.616,-9.683,-15.57,-7.645,-11.513,-1.168,6.577,10.374
2016-01-05 01:00:00,-2.833,-4.351,4.645,-1.764,-5.177,-1.355,-10.706,6.267,8.846,5.237,-4.738,4.782,-12.004,-14.427,3.366,-7.13,4.443,-12.044,9.852,-6.638,-5.631,-9.692,-15.664,-7.671,-11.54,-0.957,6.499,10.314
