time,DK,AT,BE,BG,CZ,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
2016-07-04 00:00:00,12.22,12.01,12.741,19.258,11.584,11.339,14.571,12.456,20.341,14.554,16.488,20.388,13.376,11.952,11.799,15.486,12.99,12.807,19.493,18.767,13.448,12.376,12.827,11.503,8.87,12.727,10.991,23.597
2016-07-04 01:00:00,12.05,11.641,12.228,18.698,10.948,10.881,14.289,12.314,19.826,14.163,16.229,20.087,13.045,11.491,11.546,14.902,12.451,12.276,19.04,18.201,13.394,11.863,12.529,11.251,8.676,12.602,10.618,23.384
2016-07-04 02:00:00,11.933,11.266,11.779,18.263,10.352,10.499,14.034,12.081,19.412,13.737,15.968,19.792,12.551,11.176,11.468,14.328,11.938,11.751,18.687,17.689,13.196,11.345,12.382,11.017,8.585,12.463,10.215,23.15
2016-07-04 03:00:00,11.905,10.922,11.427,17.919,9.795,10.193,13.897,11.9,19.076,13.319,15.673,19.526,12.738,11.307,11.373,13.796,11.525,11.271,18.309,17.243,12.83,10.897,12.506,11.205,8.694,12.201,9.866,22.967
2016-07-04 04:00:00,12.179,11.063,11.264,18.948,10.259,10.277,13.904,11.723,18.77,12.939,15.523,19.279,13.586,12.313,11.275,14.288,11.304,12.124,17.912,17.816,12.612,11.69,12.816,12.089,9.317,11.825,9.634,23.291
2016-07-04 05:00:00,12.721,12.778,12.367,20.788,11.95,11.813,14.023,11.761,18.49,13.28,16.81,20.02,14.467,13.551,11.949,15.791,12.652,13.527,17.472,18.973,14.266,13.54,13.179,12.795,10.577,12.234,10.04,25.048
2016-07-04 06:00:00,13.257,15.117,13.542,22.885,14.216,13.63,14.235,12.335,19.156,14.868,18.682,21.515,15.513,15.023,12.592,18.442,14.505,15.839,17.476,20.645,16.395,16.023,13.623,13.571,12.291,13.991,11.582,27.006
2016-07-04 07:00:00,13.888,16.992,15.093,24.589,16.416,15.942,14.569,12.867,20.766,16.667,20.813,23.255,16.572,16.34,13.157,21.28,16.327,17.604,18.718,22.224,18.346,18.204,13.997,14.321,13.532,16.005,12.985,28.548
2016-07-04 08:00:00,14.634,18.454,16.505,25.987,17.984,17.577,15.005,13.513,22.777,18.356,22.356,24.784,17.491,17.278,13.991,22.941,17.707,18.731,20.384,23.58,19.699,19.667,14.242,15.01,14.214,17.586,14.831,29.746
2016-07-04 09:00:00,15.401,19.67,17.731,27.154,19.279,18.715,15.531,14.227,24.763,19.833,23.645,26.096,18.199,17.896,14.874,24.216,18.593,19.606,22.356,24.669,20.996,20.85,14.483,15.643,15.105,18.771,15.965,30.701
2016-07-04 10:00:00,16.118,20.62,18.727,28.051,20.353,19.619,16.221,14.864,26.397,21.065,24.688,27.14,18.544,18.191,15.928,25.272,19.373,20.38,23.875,25.395,21.992,21.863,14.727,16.29,15.656,19.789,16.8,31.375
2016-07-04 11:00:00,16.672,21.342,19.685,28.635,21.235,20.323,16.815,15.442,27.68,22.04,25.5,27.933,18.565,18.286,17.451,26.087,19.995,20.89,25.091,25.763,22.781,22.653,15.024,16.903,15.5,20.641,17.461,31.806
2016-07-04 12:00:00,17.048,21.882,20.389,28.861,21.903,20.878,17.217,16.043,28.66,22.825,26.1,28.465,18.34,18.207,19.051,26.668,20.411,21.234,26.014,25.873,23.36,23.228,15.351,17.355,15.791,21.279,17.958,32.01
2016-07-04 13:00:00,17.303,22.16,20.994,28.752,22.309,21.264,17.444,16.591,29.321,23.381,26.492,28.751,17.946,17.981,20.278,26.976,20.601,21.449,26.636,25.682,23.686,23.525,15.512,17.616,15.873,21.657,18.25,31.949
2016-07-04 14:00:00,17.486,22.176,21.344,28.344,22.483,21.522,17.559,16.875,29.581,23.638,26.619,28.75,17.497,17.657,20.962,26.999,20.762,21.447,26.91,25.146,23.76,23.533,15.478,17.712,15.75,21.83,18.344,31.65
2016-07-04 15:00:00,17.508,21.924,21.41,27.631,22.414,21.547,17.515,16.978,29.463,23.585,26.466,28.457,17.04,17.158,21.107,26.746,20.818,21.276,26.883,24.259,23.605,23.254,15.301,17.597,15.49,21.746,18.208,31.12
2016-07-04 16:00:00,17.367,21.497,21.347,26.633,22.071,21.429,17.098,16.759,29.102,23.373,26.042,27.978,16.602,16.55,20.866,26.187,20.623,20.901,26.68,23.209,23.177,22.734,15.058,17.315,15.063,21.476,17.928,30.474
2016-07-04 17:00:00,17.041,20.883,20.999,25.285,21.483,21.045,16.551,16.311,28.439,22.937,25.477,27.277,16.195,15.789,20.335,25.251,20.387,20.242,26.204,21.926,22.485,21.879,14.633,16.938,14.508,21.052,17.578,29.595
2016-07-04 18:00:00,16.423,20.039,20.323,23.141,20.532,20.447,15.991,15.804,27.457,22.187,23.875,26.169,15.586,14.761,19.577,23.284,20.007,19.139,25.364,19.974,21.311,20.2,13.987,16.348,14.007,20.428,17.126,28.077
2016-07-04 19:00:00,15.588,18.258,19.081,21.232,18.775,19.168,15.475,15.092,25.986,20.926,21.188,24.154,14.793,13.45,18.08,20.44,19.285,16.96,23.974,18.199,18.593,17.864,13.273,15.315,13.223,19.151,16.492,26.722
2016-07-04 20:00:00,14.639,16.991,17.266,20.205,17.349,17.696,15.007,14.117,23.828,18.956,19.97,22.71,13.937,12.383,15.651,19.327,17.986,15.558,21.776,17.454,17.273,16.969,12.793,13.971,12.091,17.759,15.631,26.059
2016-07-04 21:00:00,13.92,16.126,16.093,19.288,16.191,16.726,14.673,12.935,22.296,17.881,19.176,22.014,13.441,11.857,14.714,18.718,17.278,14.932,19.937,16.899,16.695,16.395,12.484,13.252,11.072,17.23,14.764,25.52
2016-07-04 22:00:00,13.418,15.364,15.315,18.501,15.127,15.913,14.453,11.903,21.438,17.298,18.526,21.527,12.948,11.396,14.257,18.182,16.635,14.373,19.16,16.444,16.331,15.863,12.263,12.827,10.549,16.81,14.279,25.085
2016-07-04 23:00:00,13.007,14.745,14.593,17.863,14.188,15.293,14.295,11.293,20.883,16.808,17.939,21.132,12.516,10.999,13.849,17.589,15.67,13.751,18.678,16.027,16.006,15.321,12.088,12.339,10.162,16.254,13.941,24.757
2016-07-05 00:00:00,12.699,14.204,13.902,17.314,13.419,14.788,14.155,10.873,20.429,16.392,17.39,20.769,12.261,10.722,13.436,17.048,14.699,13.084,18.294,15.657,15.611,14.767,11.944,12.042,9.825,15.56,13.634,24.449
2016-07-05 01:00:00,12.406,13.735,13.337,16.878,12.824,14.386,14.034,10.469,20.075,16.074,16.852,20.44,12.131,10.608,13.199,16.51,13.931,12.442,18.009,15.358,15.168,14.148,11.847,11.805,9.597,15.069,13.352,24.124
2016-07-05 02:00:00,12.186,13.306,13.021,16.506,12.292,14.017,13.912,10.037,19.796,15.761,16.363,20.147,11.999,10.538,13.103,15.932,13.525,11.858,17.746,15.029,14.824,13.516,11.792,11.58,9.434,14.6,13.122,23.809
2016-07-05 03:00:00,11.971,12.969,12.932,16.171,11.851,13.639,14.1,9.623,19.534,15.51,15.951,19.879,12.303,10.888,12.933,15.365,13.244,11.441,17.482,14.741,14.555,12.97,11.939,11.588,9.401,14.09,12.876,23.496
2016-07-05 04:00:00,12.274,12.987,13.094,16.625,12.261,13.511,14.508,9.326,19.228,15.273,15.82,19.596,13.194,11.879,12.862,15.679,13.168,12.649,17.239,15.704,14.26,13.442,12.327,12.145,9.777,13.674,12.569,23.58
2016-07-05 05:00:00,13.323,14.874,13.925,18.009,14.647,14.698,15.098,9.267,18.925,15.502,17.657,20.464,14.322,13.185,13.908,17.691,14.101,14.676,17.018,17.482,15.741,15.519,12.955,13.065,10.457,14.245,12.432,24.793
2016-07-05 06:00:00,14.143,16.848,15.104,19.824,16.613,16.025,15.824,10.154,19.617,16.591,19.33,22.427,15.528,14.631,15.061,19.659,15.204,17.304,17.19,19.938,17.699,17.515,13.805,14.168,11.532,16.107,12.751,26.143
2016-07-05 07:00:00,14.779,19.33,16.4,21.759,19.633,17.941,16.567,11.247,21.153,17.896,22.179,24.734,16.443,15.935,16.233,23.224,16.4,19.666,18.667,21.89,19.927,19.986,14.703,15.292,12.775,17.692,13.403,27.451
2016-07-05 08:00:00,15.337,21.282,17.363,23.515,21.538,19.413,17.25,12.299,23.224,19.215,24.188,26.437,17.164,17.016,17.715,25.057,17.215,21.04,20.395,23.194,21.635,21.719,15.492,16.2,13.528,18.959,14.339,28.598
2016-07-05 09:00:00,15.746,22.703,18.244,25.012,22.894,20.387,17.766,13.091,25.26,20.352,25.617,27.67,17.708,17.805,18.622,26.357,17.854,22.068,22.536,24.218,23.058,22.916,16.178,16.893,14.003,19.701,15.353,29.52
2016-07-05 10:00:00,16.054,23.758,19.082,26.258,24.021,21.053,18.141,13.793,26.945,21.398,26.804,28.537,18.179,18.344,18.986,27.407,18.401,22.895,24.428,24.96,24.299,23.916,16.719,17.375,14.375,20.18,16.175,30.247
2016-07-05 11:00:00,16.409,24.454,19.526,27.229,24.749,21.486,18.396,14.338,28.31,22.203,27.727,29.114,18.517,18.679,19.318,28.145,18.723,23.536,26.08,25.497,25.262,24.613,17.126,17.688,14.684,20.61,16.821,30.791
2016-07-05 12:00:00,16.717,24.785,19.543,27.791,25.254,21.712,18.519,14.815,29.335,22.746,28.388,29.412,18.693,18.865,19.807,28.691,18.826,23.998,27.27,25.83,25.866,25.128,17.354,17.862,14.845,20.89,17.347,31.037
2016-07-05 13:00:00,16.952,24.751,19.484,28.0,25.514,21.687,18.519,15.311,29.985,23.073,28.775,29.394,18.73,18.983,20.217,29.031,18.666,24.289,27.809,25.896,26.085,25.523,17.362,17.938,14.753,21.034,17.69,30.926
2016-07-05 14:00:00,16.936,24.411,19.498,27.835,25.465,21.516,18.412,15.762,30.23,23.143,28.856,29.113,18.666,18.966,20.286,29.146,18.218,24.323,28.005,25.735,25.897,25.625,17.22,17.865,14.594,21.054,17.8,30.563
2016-07-05 15:00:00,16.798,23.88,19.437,27.193,25.195,21.193,18.195,16.09,30.107,22.943,28.579,28.617,18.48,18.762,19.752,28.926,17.582,24.086,27.87,25.287,25.357,25.434,16.919,17.663,14.241,20.981,17.71,30.016
2016-07-05 16:00:00,16.436,23.174,18.849,26.297,24.77,20.745,17.806,16.22,29.631,22.551,28.249,28.051,17.979,18.309,19.186,28.348,16.963,23.615,27.415,24.65,24.944,24.897,16.464,17.224,13.926,20.668,17.462,29.276
2016-07-05 17:00:00,15.979,22.313,17.9,24.993,24.092,20.093,17.282,16.028,28.893,22.019,27.709,27.284,17.225,17.543,18.894,27.261,16.372,22.917,26.787,23.767,24.47,24.072,15.921,16.771,13.632,20.136,17.009,28.28
2016-07-05 18:00:00,15.509,20.872,17.006,22.535,22.721,19.061,16.626,15.594,27.924,21.161,25.679,26.12,16.249,16.246,18.217,25.076,15.745,21.544,25.993,21.726,22.466,22.142,15.291,16.141,13.325,19.28,16.353,26.902
2016-07-05 19:00:00,15.019,19.05,15.981,20.786,20.47,17.646,15.824,14.982,26.582,19.843,23.522,24.436,15.08,14.361,16.899,22.851,15.047,19.612,24.849,20.204,20.934,19.426,14.619,15.122,12.526,17.727,15.494,25.724
2016-07-05 20:00:00,14.425,18.033,14.224,19.917,18.773,16.029,15.036,14.324,24.605,17.775,22.924,23.325,13.994,13.421,14.55,21.682,13.981,18.503,22.913,19.386,20.353,18.308,13.995,13.986,11.717,15.814,14.203,24.997
2016-07-05 21:00:00,13.925,17.471,12.93,19.149,17.942,14.97,14.494,13.432,23.316,16.476,22.433,22.638,13.311,13.013,13.294,20.856,13.0,17.884,21.429,18.639,19.419,17.763,13.554,13.328,10.875,15.011,12.586,24.408
2016-07-05 22:00:00,13.583,16.974,12.455,18.527,17.218,14.169,14.143,13.045,22.546,15.653,21.395,22.084,12.71,12.669,12.408,20.155,12.621,17.313,20.709,17.99,18.238,17.369,13.27,12.962,10.184,14.613,11.788,24.007
2016-07-05 23:00:00,13.309,16.507,12.179,17.943,16.681,13.466,13.929,12.861,21.941,14.818,20.322,21.597,12.321,12.302,11.521,19.67,12.353,16.814,20.356,17.389,17.555,17.106,13.038,12.609,9.829,14.473,11.073,23.721
2016-07-06 00:00:00,13.069,15.963,11.903,17.467,16.058,12.745,13.757,12.727,21.417,14.114,19.543,21.194,12.092,12.141,10.624,19.206,12.246,16.323,20.114,16.827,17.254,16.747,12.839,12.251,9.627,14.246,10.369,23.46
2016-07-06 01:00:00,12.744,15.454,11.662,17.098,15.376,12.084,13.643,12.556,20.933,13.544,19.162,20.821,11.937,12.215,10.064,18.95,12.239,15.824,19.886,16.362,17.178,16.425,12.671,11.873,9.586,14.019,9.765,23.211
2016-07-06 02:00:00,12.397,14.906,11.595,16.843,14.625,11.571,13.672,12.245,20.502,13.025,18.847,20.489,11.849,12.156,9.979,18.723,12.129,15.277,19.668,15.967,16.688,15.912,12.562,11.538,9.531,13.721,9.255,23.068
2016-07-06 03:00:00,12.138,14.296,11.638,16.653,13.855,11.165,14.151,11.973,20.111,12.561,18.587,20.134,12.358,12.44,9.938,18.416,11.836,14.734,19.477,15.651,16.275,15.337,12.651,11.557,9.466,13.363,8.89,22.934
2016-07-06 04:00:00,12.201,13.997,11.373,17.372,13.56,10.974,14.816,11.855,19.763,12.155,18.476,19.724,13.197,12.973,9.91,18.575,11.573,14.815,19.2,16.728,16.113,15.61,12.838,12.247,9.636,12.975,8.665,22.935
2016-07-06 05:00:00,12.555,14.927,12.069,19.295,14.128,11.806,15.61,11.859,19.443,12.535,19.508,20.425,14.082,13.647,10.622,19.491,12.7,15.49,18.871,18.734,17.146,16.794,13.258,12.891,10.02,13.481,9.192,23.602
2016-07-06 06:00:00,13.065,16.187,13.688,21.726,15.043,12.96,16.483,12.382,20.1,14.352,20.745,22.139,15.295,14.643,12.52,20.848,14.094,16.561,18.817,21.47,18.072,18.735,13.947,13.771,10.53,14.562,10.503,24.629
2016-07-06 07:00:00,13.703,17.33,15.196,23.648,16.046,14.278,17.294,12.921,21.788,16.39,22.298,24.065,16.604,15.94,14.541,22.482,15.032,17.522,19.434,23.489,19.137,20.399,14.613,14.507,11.145,15.73,11.805,25.98
2016-07-06 08:00:00,14.439,18.408,16.343,25.173,17.08,15.483,18.024,13.438,23.878,18.422,23.319,25.86,17.888,17.484,16.211,23.667,15.874,18.196,20.507,24.774,20.576,21.446,15.292,15.164,11.849,16.752,13.294,27.387
2016-07-06 09:00:00,15.179,19.51,17.299,26.483,18.066,16.583,18.645,14.135,25.842,19.864,23.94,27.278,18.914,19.021,17.404,24.485,16.631,18.546,21.896,25.709,22.442,22.173,15.948,15.755,12.627,17.875,14.518,28.673
2016-07-06 10:00:00,15.892,20.419,17.894,27.562,18.97,17.528,19.175,14.9,27.487,21.003,24.467,28.327,19.567,20.081,18.276,25.269,17.313,18.793,23.3,26.364,23.975,22.785,16.45,16.372,13.405,18.882,15.585,29.562
2016-07-06 11:00:00,16.596,21.035,18.319,28.341,19.727,18.339,19.569,15.57,28.777,21.98,25.013,29.068,19.872,20.298,19.049,26.113,17.879,18.993,24.386,26.705,24.912,23.372,16.738,16.989,14.269,19.708,16.364,30.165
2016-07-06 12:00:00,17.112,21.442,18.729,28.776,20.223,18.96,19.75,16.168,29.697,22.785,25.464,29.525,19.808,19.89,19.373,26.814,18.246,19.105,24.931,26.79,25.32,23.764,16.807,17.503,14.89,20.33,16.938,30.566
2016-07-06 13:00:00,17.385,21.576,19.385,28.931,20.46,19.355,19.716,16.649,30.276,23.34,25.703,29.696,19.724,19.293,19.33,27.254,18.421,19.001,25.204,26.651,25.343,23.798,16.718,17.863,15.179,20.759,17.387,30.675
2016-07-06 14:00:00,17.464,21.376,19.749,28.71,20.469,19.464,19.443,16.705,30.493,23.647,25.744,29.623,19.685,18.738,19.836,27.388,18.287,18.703,25.453,26.297,25.064,23.531,16.486,18.02,15.255,20.899,17.712,30.476
2016-07-06 15:00:00,17.386,20.853,19.726,28.199,20.23,19.373,19.001,16.651,30.373,23.688,25.651,29.296,19.457,18.098,20.209,27.129,17.912,18.233,25.712,25.746,24.787,22.905,16.143,17.998,15.115,20.72,17.907,29.982
2016-07-06 16:00:00,17.091,20.222,19.308,27.327,19.739,19.03,18.478,16.51,29.955,23.497,25.374,28.788,18.98,17.33,20.108,26.43,17.387,17.682,25.957,25.031,24.63,21.973,15.722,17.766,14.831,20.358,17.946,29.29
2016-07-06 17:00:00,16.557,19.348,18.633,26.003,18.993,18.427,17.848,16.283,29.2,23.018,24.936,28.14,18.222,16.411,19.636,25.234,16.813,17.045,26.407,24.04,24.076,20.745,15.243,17.366,14.415,19.861,17.72,28.263
2016-07-06 18:00:00,15.851,18.064,17.862,23.506,17.924,17.503,16.948,15.97,28.142,22.174,23.572,27.032,17.283,15.302,18.716,23.205,16.292,16.234,26.177,22.162,21.601,19.06,14.693,16.77,13.884,18.989,17.288,26.582
2016-07-06 19:00:00,14.982,15.842,16.571,21.629,15.896,16.08,15.741,15.594,26.657,20.639,21.41,24.914,16.205,14.009,17.212,20.484,15.571,15.201,24.643,20.708,19.542,16.552,14.131,15.81,12.865,17.256,16.618,25.114
2016-07-06 20:00:00,13.981,14.191,14.363,20.67,13.894,14.283,14.731,15.209,24.612,18.139,20.481,23.631,15.459,13.067,15.189,18.897,14.062,14.413,22.703,19.956,18.375,14.688,13.609,14.669,11.379,15.141,15.484,24.337
2016-07-06 21:00:00,13.201,13.36,13.077,19.899,13.034,13.294,14.312,14.799,23.304,16.78,19.725,22.798,15.052,12.522,13.924,17.689,13.368,13.91,21.221,19.212,17.594,13.581,13.259,13.883,10.11,14.28,14.404,23.827
2016-07-06 22:00:00,12.661,12.696,12.593,19.306,12.274,12.726,13.975,14.465,22.54,15.937,19.091,22.137,14.74,12.045,12.773,16.568,13.373,13.508,20.507,18.496,16.869,12.657,13.076,13.224,9.513,13.659,13.835,23.477
2016-07-06 23:00:00,12.253,12.197,12.257,18.689,11.744,12.307,13.813,14.214,22.018,15.18,18.57,21.555,14.451,11.653,12.016,15.632,13.31,13.199,20.206,17.84,16.267,11.996,12.941,12.684,9.133,13.183,13.421,23.225
2016-07-07 00:00:00,11.998,11.719,12.081,18.061,11.263,12.013,13.718,14.017,21.61,14.491,18.102,21.077,14.05,11.377,11.536,14.872,13.16,12.899,20.044,17.198,15.751,11.655,12.805,12.303,8.73,12.773,13.089,22.983
2016-07-07 01:00:00,11.772,11.316,11.7,17.666,10.801,11.757,13.603,13.767,21.23,13.894,17.6,20.681,13.548,11.307,11.152,14.284,12.752,12.564,19.88,16.553,15.329,11.435,12.692,11.878,8.417,12.33,12.741,22.695
2016-07-07 02:00:00,11.593,11.043,11.234,17.428,10.471,11.503,13.539,13.472,20.869,13.402,17.066,20.275,13.134,11.382,11.02,13.68,12.316,12.197,19.721,15.946,15.005,11.022,12.702,11.492,8.162,12.034,12.397,22.388
2016-07-07 03:00:00,11.461,10.82,10.814,17.131,10.08,11.155,13.963,13.081,20.563,12.936,16.625,19.93,13.196,11.482,10.923,13.18,11.796,11.838,19.607,15.434,14.648,10.654,12.852,11.408,8.005,11.716,12.079,22.126
2016-07-07 04:00:00,11.769,10.959,10.503,17.763,10.345,10.903,14.549,12.796,20.261,12.582,16.481,19.573,13.75,11.956,10.979,13.866,11.481,11.951,19.404,15.872,14.384,11.331,13.047,11.948,8.467,11.222,11.843,22.157
2016-07-07 05:00:00,12.501,12.447,11.375,19.14,11.978,11.898,15.078,12.581,20.001,12.944,17.328,20.492,14.535,12.668,11.655,15.7,12.543,12.752,18.998,16.879,15.08,13.067,13.312,12.72,9.208,11.952,12.175,23.238
2016-07-07 06:00:00,13.315,14.787,13.369,20.859,13.897,13.62,15.447,12.75,20.591,15.052,18.691,22.438,15.432,13.77,13.113,18.22,14.174,13.841,18.864,18.706,16.678,15.049,13.718,13.621,10.208,14.385,13.13,24.668
2016-07-07 07:00:00,14.181,16.667,15.152,22.573,15.512,15.684,15.668,13.103,21.978,16.996,20.64,24.408,16.316,15.17,14.665,20.159,15.622,15.006,20.126,20.526,18.361,16.378,14.164,14.526,11.184,16.541,14.251,26.274
2016-07-07 08:00:00,15.057,18.122,17.347,24.068,16.939,17.149,15.722,13.562,23.705,19.757,22.231,26.14,17.071,16.746,17.766,21.397,16.905,16.221,21.657,21.788,19.81,17.602,14.672,15.384,12.128,18.261,15.41,27.629
2016-07-07 09:00:00,15.848,19.429,18.541,25.371,18.328,18.285,15.676,14.236,25.656,21.805,23.607,27.566,17.555,17.965,19.123,22.567,18.065,17.385,23.924,22.757,21.162,18.854,15.164,16.149,13.006,19.342,16.197,28.724
2016-07-07 10:00:00,16.574,20.508,19.348,26.268,19.61,19.357,15.533,15.126,26.946,23.158,24.731,28.671,17.81,18.628,20.164,23.612,19.061,18.355,25.86,23.393,22.302,19.983,15.527,16.818,13.728,20.302,16.849,29.499
2016-07-07 11:00:00,17.155,21.345,20.06,26.93,20.701,20.289,15.435,16.247,27.672,24.225,25.626,29.461,17.973,18.656,21.12,24.477,19.751,19.191,27.028,23.827,23.146,20.925,15.741,17.367,14.321,21.164,17.448,29.919
2016-07-07 12:00:00,17.572,21.911,20.671,27.447,21.55,21.016,15.267,17.334,28.264,25.077,26.253,29.966,18.061,18.403,21.951,25.147,20.203,19.86,27.67,24.073,23.734,21.641,15.871,17.765,14.761,21.834,17.988,30.077
2016-07-07 13:00:00,17.765,22.263,21.334,27.667,22.095,21.523,15.028,18.167,28.541,25.718,26.614,30.223,18.085,18.402,22.645,25.549,20.49,20.278,27.889,24.12,24.113,22.083,15.89,17.985,15.008,22.25,18.432,30.061
2016-07-07 14:00:00,17.784,22.309,21.921,27.361,22.363,21.807,14.76,18.637,28.523,26.099,26.698,30.203,17.775,18.39,23.128,25.661,20.691,20.46,27.692,23.872,24.274,22.243,15.809,18.058,15.108,22.451,18.704,29.938
2016-07-07 15:00:00,17.584,22.04,22.257,26.592,22.316,21.851,14.498,18.905,28.313,26.194,26.5,29.912,17.358,18.318,23.358,25.465,20.686,20.396,27.276,23.361,24.09,22.1,15.649,17.929,15.119,22.412,18.768,29.629
2016-07-07 16:00:00,17.251,21.533,22.374,25.49,21.986,21.693,14.195,18.877,28.04,26.016,26.059,29.376,16.831,17.949,23.348,24.963,20.501,20.061,26.784,22.611,23.596,21.642,15.383,17.67,14.961,22.2,18.68,29.12
2016-07-07 17:00:00,16.813,20.813,22.216,23.904,21.311,21.302,13.899,18.644,27.53,25.546,25.507,28.586,16.26,17.167,23.082,24.075,20.172,19.423,26.189,21.467,23.197,20.783,15.023,17.266,14.637,21.721,18.4,28.275
2016-07-07 18:00:00,16.368,19.625,21.648,20.871,19.945,20.635,13.603,18.254,26.634,24.831,23.942,27.406,15.611,16.087,22.827,21.923,19.578,18.234,25.4,19.286,22.287,18.763,14.521,16.575,14.098,20.929,17.905,26.631
2016-07-07 19:00:00,15.89,17.444,20.306,18.384,17.356,19.028,13.34,17.56,25.268,23.117,21.007,25.144,14.829,14.931,21.526,19.048,18.558,15.843,24.214,17.508,19.654,16.064,13.92,15.708,13.301,19.116,17.204,25.175
2016-07-07 20:00:00,15.324,16.511,18.864,17.326,15.948,17.499,13.176,16.586,23.471,20.942,19.517,23.59,14.144,14.047,20.487,18.154,17.462,14.345,22.307,16.814,18.301,15.358,13.386,14.774,12.112,17.531,16.149,24.534
2016-07-07 21:00:00,14.972,15.936,18.199,16.456,15.221,16.671,13.148,15.403,22.204,19.753,18.619,22.838,13.89,13.387,20.041,17.685,17.077,13.663,20.571,16.126,17.57,15.045,13.03,14.159,11.028,16.864,14.989,23.986
2016-07-07 22:00:00,14.798,15.208,17.83,15.754,14.467,15.924,13.177,14.588,21.547,19.026,17.954,22.284,13.571,12.815,19.334,17.148,16.868,13.018,19.611,15.479,16.867,14.533,12.843,13.798,10.583,16.196,14.627,23.506
2016-07-07 23:00:00,14.592,14.581,17.477,15.165,13.92,15.198,13.284,14.125,21.149,18.363,17.462,21.89,13.185,12.189,18.288,16.535,16.519,12.489,18.877,14.889,16.142,13.954,12.686,13.387,10.289,15.724,14.355,23.099
2016-07-08 00:00:00,14.397,14.004,17.036,14.655,13.358,14.538,13.412,13.678,20.863,17.794,16.96,21.534,12.942,11.621,16.655,15.948,16.023,12.071,18.363,14.358,15.515,13.342,12.544,13.032,9.995,15.463,14.142,22.612
2016-07-08 01:00:00,14.147,13.54,16.032,14.176,12.806,14.022,13.521,13.395,20.637,17.34,16.548,21.19,12.705,11.187,15.637,15.267,15.345,11.525,17.984,13.912,15.087,12.769,12.434,12.795,9.71,15.314,14.015,22.133
2016-07-08 02:00:00,13.742,13.147,14.989,13.756,12.314,13.684,13.594,13.132,20.425,16.811,16.254,20.942,12.531,10.834,14.444,14.739,14.897,11.037,17.624,13.474,14.794,12.299,12.459,12.572,9.444,15.322,13.908,21.717
2016-07-08 03:00:00,13.329,12.839,14.121,13.433,11.879,13.486,13.74,12.887,20.247,16.225,16.031,20.713,12.932,10.935,13.679,14.308,14.587,10.804,17.262,13.093,14.513,11.847,12.733,12.558,9.329,15.22,13.793,21.365
2016-07-08 04:00:00,13.587,12.764,13.529,14.459,11.994,13.453,14.0,12.777,20.004,15.757,15.947,20.427,13.838,12.049,13.198,14.563,14.385,12.048,16.917,14.056,14.401,12.081,13.15,13.052,10.027,14.965,13.729,21.491
2016-07-08 05:00:00,14.541,14.491,14.238,16.856,14.3,14.507,14.412,12.72,19.695,15.759,17.676,21.101,15.145,13.635,13.65,16.587,15.218,13.894,16.617,16.3,15.92,14.38,13.729,13.729,10.979,15.212,13.85,23.164
2016-07-08 06:00:00,15.36,16.805,15.064,19.255,16.277,15.949,14.918,13.037,20.156,17.203,19.55,22.621,16.559,15.392,15.789,18.913,15.879,16.006,16.724,18.663,17.69,16.955,14.363,14.654,12.105,17.189,14.246,24.618
2016-07-08 07:00:00,16.213,19.351,16.389,21.268,19.207,17.635,15.446,13.581,21.667,18.587,22.408,24.401,17.636,16.821,17.023,22.627,16.379,17.996,18.119,20.606,20.186,19.68,15.073,15.71,13.345,18.864,14.887,25.984
2016-07-08 08:00:00,17.062,21.228,17.841,22.929,20.994,19.903,15.938,14.148,23.906,20.716,24.511,26.073,18.357,17.837,19.392,24.376,16.965,19.481,19.888,22.053,22.21,21.346,15.709,16.691,14.627,20.614,15.642,27.223
2016-07-08 09:00:00,17.774,22.601,18.762,24.366,22.269,21.568,16.446,14.934,26.108,22.468,25.86,27.649,18.836,18.574,21.126,25.693,17.62,20.748,22.014,23.26,23.568,22.595,16.243,17.512,15.657,21.898,16.496,28.305
2016-07-08 10:00:00,18.315,23.719,19.179,25.556,23.522,22.569,16.883,15.792,27.757,23.773,26.908,28.842,19.264,19.134,22.071,26.83,18.24,21.835,23.821,24.247,24.571,23.671,16.672,18.18,16.244,22.872,17.446,29.186
2016-07-08 11:00:00,18.762,24.578,19.388,26.458,24.611,23.282,17.228,16.557,28.979,24.772,27.664,29.596,19.539,19.353,22.453,27.732,18.561,22.685,25.306,25.007,25.324,24.546,16.922,18.767,16.591,23.534,18.387,29.808
2016-07-08 12:00:00,18.821,25.115,19.807,27.078,25.422,23.611,17.393,17.253,29.854,25.462,28.183,30.017,19.582,19.344,22.453,28.41,18.82,23.278,26.455,25.541,25.739,25.145,17.005,19.259,16.91,23.83,19.124,30.144
2016-07-08 13:00:00,18.565,25.364,20.823,27.343,25.857,23.544,17.459,17.761,30.446,25.849,28.464,30.14,19.528,19.177,22.762,28.805,19.315,23.655,27.169,25.777,25.975,25.429,16.996,19.555,17.086,23.937,19.57,30.195
2016-07-08 14:00:00,18.082,25.45,21.661,27.259,25.959,23.281,17.461,18.027,30.709,25.852,28.456,30.037,19.309,18.985,23.468,28.911,19.746,23.907,27.404,25.72,25.937,25.419,16.892,19.578,17.051,23.941,19.76,29.945
