P_shower
16976.652474325077
16525.52174899465
16608.127287620635
16967.404117590333
16310.930660156242
16485.010256459216
16988.298017594592
16652.78989686992
17039.715187958573
17236.009069320113
16904.860102295384
16665.647868062133
17077.578289747933
17189.215250812227
16386.909667105352
16044.781151494111
15179.708150684153
15327.630350535976
15326.93997024561
15350.995093538775
15644.083323916093
15391.880069505654
15309.016689004993
14984.168128342788
15420.140973986898
15814.044885862279
15381.981622842502
15362.414253408126
15138.303264435519
15303.642253302065
15634.701397752853
15832.073472048078
14994.710696428921
14587.818114346996
14858.494191902562
14428.758593195951
14007.235742703968
13783.75741542275
14029.840558481588
13752.093723857937
13613.986927009282
13759.519236978087
13960.213264637221
14349.021734261882
14892.71706435449
14096.847615130973
13347.74370452075
13245.213392681411
13345.37479428795
13378.95649267138
12804.306379881635
12800.102070823596
13782.432752578108
13461.700617056877
13643.611182547627
13672.850791187162
13124.432671252112
13382.555360564325
13385.223629900602
13122.368526777766
12781.883993317715
12879.373484118896
12808.262973024046
13197.720487673674
14002.01842184607
14193.269505214235
14028.843467557434
13558.844860391137
12924.559350830845
12891.58733028309
13070.697013890307
12879.24786406358
12848.831097363285
12532.5603765801
12345.458336165344
12080.461441011186
11859.572206359411
11399.661926987323
11335.517989745746
10927.13678796822
10956.106265529841
10849.47508129718
10788.934597673591
10913.928508055482
11012.160149496296
11486.636019097637
11592.022577461166
11389.566385498485
11003.013222747635
11310.267066826418
11501.266063652885
11229.412108803812
11029.880151123001
10795.79791302435
10717.770333045784
10944.057758432504
10472.254924787012
10513.982250564295
10880.681807523839
10881.669356027816
11020.23952851937
11126.244716736992
10717.622060813668
10500.570577298327
9813.474907581549
10357.774714503712
10457.13699566464
10153.523489361136
9661.47141389343
9750.550456907804
9587.344116627582
9601.793820898787
9590.03008331021
9667.75338157333
9697.372304458873
9920.554661734732
10084.981371920478
10294.337016747602
10623.042803066619
10567.522348868
10241.343441565394
9869.991092615424
10026.717629215213
10025.971397151841
9764.752269248536
9976.194098296653
9880.656707066313
9820.483433914402
10089.374604360552
10343.731280483076
10140.924473320281
9705.856392351392
9628.250630205353
9448.423690005073
8819.384475717663
9513.498041806979
9243.581379966447
9069.022678117355
8858.622431302454
9070.806219289556
8749.383410144612
9283.292206440905
9954.904922993259
9918.688172043194
