P_shower
9686.166983672914
9396.777352188667
9536.656699214385
9414.43600349544
9457.3383196347
9304.32012094609
9148.30444790695
9215.256464061027
9418.644660112705
9225.527613619812
9519.905378358852
9597.90791077002
9550.2298390374
9331.423750730019
9321.424961966653
9125.371055141139
9189.184703726527
9610.052006380207
9764.236700719854
9623.150812325879
9665.855627858713
9714.927344142703
9745.750402475478
9688.554572977391
9736.938659351104
9182.476472199107
9004.126043121012
9113.512172183135
9425.166475426331
9420.098126856392
8921.463535657433
8982.15338455353
8891.996427466673
9167.93944461859
8706.985855076106
8664.15650525811
9015.221661181435
9054.176102593445
9195.738476398185
8807.44902974606
9630.27113945319
10394.63950812035
10264.995536210283
9852.954360823556
9708.406894505826
9862.935752974849
9897.450164359363
9913.008517356591
9755.730076085682
9570.76169496986
9465.07226512812
9761.907253387095
9627.741945023565
10084.457279125922
10473.526424722142
10825.368301377293
10451.998877593474
10073.9455247891
10082.57252870896
10015.280721227226
10129.811695505841
10318.019567470525
10024.864126196371
9848.19926209127
10040.34000620973
10149.926976992916
9920.075317767285
9959.394375001415
10495.780617320126
10999.29004527529
11013.136712242987
11317.245689779655
11431.96297743646
11170.654532957184
10903.26923767368
11178.048528579602
10969.99547485964
10936.943252576972
11093.61199899999
11206.468768789491
11730.441934638404
12062.525865696553
11627.13708748346
11410.980951066145
11588.659413353174
11752.4165488744
11862.709385638414
11837.844250252008
11399.133529708415
11553.340442436098
12002.300846385115
12122.660417483707
12079.815763279117
11984.222249539682
12166.487845372998
12092.889051674263
11699.561505496606
11893.851001083356
12151.627010894974
12523.365049222328
13197.232924682014
13744.447964926188
13905.605491344102
13999.492108569228
13538.508068050696
13466.626900132624
13512.428703529558
13019.420379234334
13199.111373672435
13454.601042213299
13742.471012667384
13947.598335805462
14125.2070617882
14334.881714727642
14836.204656120566
15531.204142708695
14895.66465283899
15169.86378687906
15378.70796390914
15333.625942467834
15820.357433869305
15633.385280313782
15940.034253345962
15386.339389327575
15200.865250812225
14872.273336044229
14740.863053247314
14841.898528221313
15027.894069320117
15343.997595365983
15830.70600798103
15983.270425001996
15868.64113608885
16123.23894719328
15768.434881479221
16101.567993639153
17024.014272142802
17180.69574978804
16779.235227646044
16424.852943418737
16236.292093930208
16211.149079807252
16641.929930681767
16848.549855359048
17186.886507229337
16775.767451033167
16358.78429625796
16594.864017998698
16956.973055560087
17611.602244355297
17195.82640054539
16867.18664869676
17034.87984430814
17958.031966206723
18229.678140850152
17918.70932168215
17761.06344761555
17811.387712586806
17689.547455441047
17665.304031258325
17924.408238195025
17752.330318358534
17656.91079197427
17643.282726696634
17586.251321693268
17902.2825657617
18269.575599107742
18106.545769526234
18625.96847557649
17793.75611156716
17328.00820694285
18081.717769331673
18224.768229401758
17968.977839378367
17988.950552999395
17856.977136909052
17868.014893119347
17882.336177724486
18635.59136401619
20422.35060185185
20046.525299201374
20268.25927957634
19974.289939415645
19287.775192464604
18512.588145591988
18294.07112641541
18085.33179421657
18230.940917479824
18031.19806805396
18319.23476897457
18623.158429280193
19239.575815822525
18257.560228737373
18418.846593539474
18088.37752539697
18273.798976696635
18241.788014196496
18663.94809613631
19255.982590046875
19220.7131053324
18386.632733218823
18960.98734221644
19936.233077245182
19702.02284020067
19104.95911307237
19378.26812361413
19379.621233197027
18671.236370918985
18316.671504712056
18037.05778833678
17982.59150463416
17482.257258739442
17661.143856443145
18623.808932514647
18315.144319729337
18105.294612303493
17794.557627441023
17025.57801499244
15851.461098559837
17405.89824434466
17659.772924405304
